nombre	marca	tienda	pais	alergenos	additivos	puntuacion_nova	image_url	image_small_url	calorias	energia	grasa	grasas_saturadas	colesterol	carbohidratos	azucares	fibra	proteinas	sal	sodio	calcio	hierro	puntuacion
Pulpis mix	Hacendado		es			4	https://images.openfoodfacts.org/images/products/848/000/021/3273/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/021/3273/front_es.3.200.jpg	95	397	2.9	1.8		12.9	11.8	1.1	3.7	0.12	0.048			1
Verdura para paella	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/034/1785/front_en.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/034/1785/front_en.3.200.jpg														
Filete de Salmon rosado salvaje	Hacendado	Mercadona	España		en:e330	1	https://images.openfoodfacts.org/images/products/848/000/039/4033/front_es.33.400.jpg	https://images.openfoodfacts.org/images/products/848/000/039/4033/front_es.33.200.jpg	44	184	0.1	0		11.3	10.5	0	0.1	0	0			4
Pan especial para torrijas	Hacendado	Mercadona	España	en:soybeans	en:e418	4	https://images.openfoodfacts.org/images/products/848/000/029/3138/front_es.34.400.jpg	https://images.openfoodfacts.org/images/products/848/000/029/3138/front_es.34.200.jpg	44	184	2	0.3		2.8	2.8	0.5	3.4	0.2	0.08	0.12		-2
Paella de marisco o fideuá con sofrito	Hacendado	Mercadona	España			3	https://images.openfoodfacts.org/images/products/848/000/008/4538/front_es.35.400.jpg	https://images.openfoodfacts.org/images/products/848/000/008/4538/front_es.35.200.jpg	49	205	2.8	1.1		5	1.3		0.6	0.7	0.28			3
Colors	Hacendado	Mercadona	España		en:e250,en:e301,en:e407,en:e451,en:e451i	4	https://images.openfoodfacts.org/images/products/848/000/056/1565/front_es.35.400.jpg	https://images.openfoodfacts.org/images/products/848/000/056/1565/front_es.35.200.jpg	84	354	1.2	0.4		1.3	1.3		16.9	1.9	0.76			4
frutos silvestres	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/082/9894/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/9894/front_es.3.200.jpg	405	1695	6.2	0.7		73.5	2.6		11.6	1.6	0.64			12
Diver xuxes	Hacendado	Hacendado	España				https://images.openfoodfacts.org/images/products/841/391/031/0305/front_es.51.400.jpg	https://images.openfoodfacts.org/images/products/841/391/031/0305/front_es.51.200.jpg	42	176	0	0		8.6	8.6		0.8	0	0			-4
Pan para dipear y untar	Hacendado		España	en:milk	en:e202,en:e330	4			543	2272	60	17		0.5	0.5	0	0.5	0.3	0.12			17
Berberechos	Hacendado	Mercadona	España	en:gluten,en:sesame-seeds		3	https://images.openfoodfacts.org/images/products/848/000/082/3656/front_es.20.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/3656/front_es.20.200.jpg	455	1904	13.9	2.1		70.1	1.9	2.13	11	1.7	0.68			12
blanco	hacendado		España				https://images.openfoodfacts.org/images/products/842/748/320/6002/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/842/748/320/6002/front_es.3.200.jpg	308	1289	0	0		77.2	77.2		0	0	0			
Yogurt cereales y Fibra (Bífidus)	Hacendado		España,España		en:e153,en:e250,en:e262,en:e316,en:e331,en:e451	4	https://images.openfoodfacts.org/images/products/848/000/016/8610/front_es.8.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/8610/front_es.8.200.jpg	179	749	12	5		4	0.5		13	2.1	0.84			15
Croissant avec creme de cacao	Hacendado		España				https://images.openfoodfacts.org/images/products/230/302/400/2806/front_es.5.400.jpg	https://images.openfoodfacts.org/images/products/230/302/400/2806/front_es.5.200.jpg	46	192	0.1	0		10.2	9.8		0.5	0	0			-3
Seitan	hacendado		España				https://images.openfoodfacts.org/images/products/843/604/715/7124/front_es.20.400.jpg	https://images.openfoodfacts.org/images/products/843/604/715/7124/front_es.20.200.jpg	899	3761	99	39		0.1	0.1		0.1	0.1	0.04			20
Maria 0% azúcares	Hacendado	Mercadona	España			3	https://images.openfoodfacts.org/images/products/235/091/500/3084/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/091/500/3084/front_es.3.200.jpg			32			1.8	0.5		23	0.3	0.12			
Bifidus 0% desnatado Nueces Cereales	Hacendado		España		en:e14xx,en:e160,en:e202,en:e322,en:e330,en:e471	4	https://images.openfoodfacts.org/images/products/848/000/020/8767/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/8767/front_es.3.200.jpg	370	1548	40	12		2.2	0.5	0	0.5	0.4	0.16			9
Yogurt limon	Hacendado	Mercadona	España,España																			
Naranjas Zumo 5Kg	hacendado		España				https://images.openfoodfacts.org/images/products/447/988/957/9109/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/447/988/957/9109/front_es.3.200.jpg														
Yogurt 0%con fruta	Hacendado		España				https://images.openfoodfacts.org/images/products/238/148/500/6229/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/238/148/500/6229/front_es.3.200.jpg														
Chocolate con leche y avellanas enteras	Hacendado	Mercadona	España			4	https://images.openfoodfacts.org/images/products/848/000/068/3434/front_es.32.400.jpg	https://images.openfoodfacts.org/images/products/848/000/068/3434/front_es.32.200.jpg	143	598	3.7	2.4		24.2	14.9		3.1	0.2	0.08			5
Bifidus 0% con nueces	hacendado		España				https://images.openfoodfacts.org/images/products/848/000/080/2538/front_es.9.400.jpg	https://images.openfoodfacts.org/images/products/848/000/080/2538/front_es.9.200.jpg	80	335	0.6	0.2		0.1	0.1		20.5	5	2			
Gyozas pollo	Hacendado		España				https://images.openfoodfacts.org/images/products/235/405/300/4972/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/405/300/4972/front_es.3.200.jpg	199	833	5	1.9		0.5	0.5		3	3	1.2			
Faisán con Foie Tras y trufas	Hacendado		España				https://images.openfoodfacts.org/images/products/235/405/300/6044/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/405/300/6044/front_es.3.200.jpg	199	833	5	1.9		0.5	0.5		38	3	1.2			
Digestive fibra	Hacendado		es			4			2	8	0.2	0.1		0.5	0.5		0.375	0.05	0.02			
BONITO del NORTE con PIMIENTOS, ACEITUNAS	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/021/3099/front_es.14.400.jpg	https://images.openfoodfacts.org/images/products/848/000/021/3099/front_es.14.200.jpg	83	347	2.5	1.8		11.5	11.1		3.5	0.15	0.06			2
Cortado descafeinado	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/020/3311/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/3311/front_es.3.200.jpg	157	657	0.1	0		4.8	4.8		4.2	0.1	0.04			0
Tabla de quesos nacionales hacendado	Hacendado	Mercadona	España			3	https://images.openfoodfacts.org/images/products/848/000/018/2098/front_es.17.400.jpg	https://images.openfoodfacts.org/images/products/848/000/018/2098/front_es.17.200.jpg	198	828	13.9	3.14		0.2	0.2		18	1.28	0.512			5
Sacarina	Hacendado		España		en:e500,en:e500ii	4			464	1941	14	1.3		77	21		5.8	0.9	0.36			13
Yogurt fresa platano	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/021/3204/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/021/3204/front_es.3.200.jpg	66	276	1.5	1		10.4	10.3		2.7	0.1	0.04			
Acituna verde gordal	Hacendado	Mercadona	es				https://images.openfoodfacts.org/images/products/848/000/059/3641/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/059/3641/front_es.3.200.jpg	213	891	17	7		0	0		15	7.4	2.96			
Café con Leche Descafeinado	Hacendado,Mentos	Mercadona	España				https://images.openfoodfacts.org/images/products/13787769/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/13787769/front_es.3.200.jpg										0	0			
Toffee	Hacendado	Mercadona	España	en:milk		4	https://images.openfoodfacts.org/images/products/848/000/055/0170/front_es.52.400.jpg	https://images.openfoodfacts.org/images/products/848/000/055/0170/front_es.52.200.jpg	392	1626	32	22		0	0		26	1.8	0.72			16
Melocotón en almíbar	Hacendado	Mercadona	España	en:sulphur-dioxide-and-sulphites,es:Disulito sódico			https://images.openfoodfacts.org/images/products/848/000/016/6036/front_es.14.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/6036/front_es.14.200.jpg	19	79.54	0	0		2.8	0.3		1.1	1.1	0.44			-1
Te verde con limon	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/034/0351/front.5.400.jpg	https://images.openfoodfacts.org/images/products/848/000/034/0351/front.5.200.jpg	664	2778	64	61	0	8.9	6.8	16.3	7.9	0	0		0.0033	5
Pipicas	Hacendado		España,switzerland				https://images.openfoodfacts.org/images/products/848/000/059/3436/front_es.40.400.jpg	https://images.openfoodfacts.org/images/products/848/000/059/3436/front_es.40.200.jpg	318	1331	28	9.3		0.5	0		16	2.3	0.92			22
Picantes banderillas espetadas	Hacendado	Mercadona	España	en:nuts	en:e418,en:e452,en:e472c,en:e950,en:e951	4	https://images.openfoodfacts.org/images/products/848/000/023/9266/front_es.46.400.jpg	https://images.openfoodfacts.org/images/products/848/000/023/9266/front_es.46.200.jpg	16	64	1.5	0.3		0	0	0	0.5	0.11	0.044			0
Hojaldre de manzana	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/012/5330/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/012/5330/front_es.3.200.jpg	531	2222	31	19		54	52		8.3	0.1	0.04			
100% integral sin corteza	Hacendado	Mercadona	es				https://images.openfoodfacts.org/images/products/235/405/300/5405/front_es.10.400.jpg	https://images.openfoodfacts.org/images/products/235/405/300/5405/front_es.10.200.jpg	199	833	5	1.9		0.5	0.5		38	6	2.4			
Galleta con trigo espelta integral	Hacendado	Mercadona	España	en:milk	en:e120,en:e410,en:e440	4	https://images.openfoodfacts.org/images/products/848/000/020/5049/front_es.35.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/5049/front_es.35.200.jpg	139	582	7.8	5.5		13.8	13.4		3.3	0.11	0.044			6
Té rojo	Hacendado	Mercadona	España			3	https://images.openfoodfacts.org/images/products/848/000/033/5197/front_es.30.400.jpg	https://images.openfoodfacts.org/images/products/848/000/033/5197/front_es.30.200.jpg	477	1996	23	11		60	1.8	4.3	6.2	0.7	0.28			14
Cabeza de cerdo frita con pistachos	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/020/9870/front_es.42.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/9870/front_es.42.200.jpg	142	594	9.1	6		11.2	11.2		3.8	0.08	0.032			6
Latte para combinar	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/080/7809/front_es.12.400.jpg	https://images.openfoodfacts.org/images/products/848/000/080/7809/front_es.12.200.jpg	207	866	15	3		11.1	1.1		6.2	1.4	0.56			7
Aritos de surimi a la romana	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/063/5594/front_es.19.400.jpg	https://images.openfoodfacts.org/images/products/848/000/063/5594/front_es.19.200.jpg	256	1071	9.9	3.8		27.8	1.8		14	1.6	0.64			13
Mandarinas	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/010/1174/front_de.39.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/1174/front_de.39.200.jpg	284	1188	29.7	19.3		1.9	1.9	0	2.4	0.05	0.02			13
Sal alimalaia	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/024/2785/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/024/2785/front_es.3.200.jpg	91	381	1.4	0.2		0.9	0.9		18.7	1.7	0.68			
Papa noel	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/080/7946/front_es.14.400.jpg	https://images.openfoodfacts.org/images/products/848/000/080/7946/front_es.14.200.jpg	162.9	682	5	0.62		24.8	6.1		3.82	0.49	0.196			
Lentejas con vegetales	hacendado		España				https://images.openfoodfacts.org/images/products/842/866/690/0502/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/842/866/690/0502/front_es.3.200.jpg	174	728	5.8	4.8		26.9	0.5		3	0.8	0.32			
Requeson y espinacas	Hacendado	Mercadona	es				https://images.openfoodfacts.org/images/products/848/000/029/2292/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/029/2292/front_es.3.200.jpg	341	1427	0.6	0.4		73	1.5		8.1	3.1	1.24			
Macedonia de frutas	Hacendado	Mercadona	France,España	en:milk,es:Mantequilla,es:Nata	en:e202,en:e330,en:e331,en:e339	4	https://images.openfoodfacts.org/images/products/842/064/060/1122/front_es.47.400.jpg	https://images.openfoodfacts.org/images/products/842/064/060/1122/front_es.47.200.jpg	313	1304	21	15		10	0.5		21	3.7	1.48	3.7		18
Bonito del norte	Hacendado	Mercadona	España			4	https://images.openfoodfacts.org/images/products/848/000/051/1706/front_es.43.400.jpg	https://images.openfoodfacts.org/images/products/848/000/051/1706/front_es.43.200.jpg	292	1222	0.2	0.1		4.4	4.4		12.3	0.8	0.32			1
Salmon Marinado	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/082/4707/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/4707/front_es.3.200.jpg	87	364	0.5	0.2		1.7	0		19	0.3	0.12			
Fabada	Hacendado	Mercadona	España		en:e300	1	https://images.openfoodfacts.org/images/products/848/000/039/9793/front_es.40.400.jpg	https://images.openfoodfacts.org/images/products/848/000/039/9793/front_es.40.200.jpg	64	270	1.3	0.9		12	11.1	1	0.5	0.03	0.012			6
Soja texturizada fina	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/238/082/000/4623/front_es.13.400.jpg	https://images.openfoodfacts.org/images/products/238/082/000/4623/front_es.13.200.jpg	199	833	13	4.4		3	0.5		17	1.5	0.6			
Pizza Masa Fina Pesto	Hacendado		España				https://images.openfoodfacts.org/images/products/232/561/600/3510/front_es.10.400.jpg	https://images.openfoodfacts.org/images/products/232/561/600/3510/front_es.10.200.jpg	277	1159	20	6.6		4.8	0.8		19	17	6.8			
Monedas de chocolate con leche	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/010/0658/front_es.66.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/0658/front_es.66.200.jpg	61	255	0.7	0.5		11	11		2.6	0.16	0.064			1
Bifidus desnatado piña	hacendado		España				https://images.openfoodfacts.org/images/products/238/193/100/5523/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/238/193/100/5523/front_es.3.200.jpg														
Hélices vegetales	Hacendado		España		en:e14xx,en:e160a,en:e160ai,en:e171,en:e200,en:e202,en:e282,en:e300,en:e322,en:e322i,en:e330,en:e334,en:e422,en:e460,en:e466,en:e471,en:e472e,en:e473,en:e492	4	https://images.openfoodfacts.org/images/products/848/000/084/7188/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/084/7188/front_es.3.200.jpg	449	1879	25	13		49	24		6.1	0.59	0.236			22
Pan de molde sin corteza multicereal	Hacendado		es		en:e160,en:e202	4	https://images.openfoodfacts.org/images/products/848/000/060/0639/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/060/0639/front_es.3.200.jpg	360	1506	39	9.6		2	0		0.5	0.31	0.124			
Jamón pavo finas lonchas	Hacendado	Mercadona	España	en:milk	en:e202,en:e415,en:e440	4	https://images.openfoodfacts.org/images/products/848/000/020/5711/front_en.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/5711/front_en.23.200.jpg	163	683	9.3	6.4		16.5	16		3.4	0.11	0.044			11
Preparado Para Pancakes	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/062/1030/front_es.73.400.jpg	https://images.openfoodfacts.org/images/products/848/000/062/1030/front_es.73.200.jpg	82	343	1.2	0.3		0.5	0.5		18	0.2	0.08			-4
Fruta + leche tropical	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/065/1617/front_es.8.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1617/front_es.8.200.jpg	158	661	0.5	0.1		66	0		0.5					
Tinto de verano sabor limón sin alcohol sin azucar	hacendado	mercadona	España				https://images.openfoodfacts.org/images/products/848/000/086/9982/front_es.8.400.jpg	https://images.openfoodfacts.org/images/products/848/000/086/9982/front_es.8.200.jpg														
Mermelada de melocotón	hacendado		España				https://images.openfoodfacts.org/images/products/238/129/701/6645/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/238/129/701/6645/front_es.3.200.jpg														
Queso fresco sin lactosa	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/014/5765/front_es.18.400.jpg	https://images.openfoodfacts.org/images/products/848/000/014/5765/front_es.18.200.jpg	498	2084	23	12		69	42		3.4	0.33	0.132			26
Leche Semidesnatada Calcio	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/016/7569/front_es.30.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/7569/front_es.30.200.jpg	47.4	198	2.4	0.3		2.6	1.2		2.4	0.5	0.2			-4
Alitas de pollo	Hacendado	Mercadona	España	en:gluten	en:e200,en:e202,en:e282,en:e471,en:e472e	4	https://images.openfoodfacts.org/images/products/848/000/082/2956/front_es.25.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/2956/front_es.25.200.jpg	269	1131	6.3	1		39	2.8	6	11	0.88	0.352			-4
Yougurt griego	Hacendado	Mercadona	España		en:e250,en:e301,en:e407,en:e451,en:e451i	4	https://images.openfoodfacts.org/images/products/848/000/059/2477/front_es.45.400.jpg	https://images.openfoodfacts.org/images/products/848/000/059/2477/front_es.45.200.jpg	76	321	0.5	0.3		1.3	1.3		16.5	1.38	0.552			1
Hacendado Leche Desnatada	Hacendado	Mercadona	España	en:milk	en:e339ii,en:e407	4	https://images.openfoodfacts.org/images/products/848/000/010/3154/front_es.7.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/3154/front_es.7.200.jpg	116	485	6	3.5		9.3	9.3		6.3	0.22	0.088			3
YogoMix natural azucarado	Hacendado	Mercadona, Hacendado	España				https://images.openfoodfacts.org/images/products/848/000/082/5865/front_es.19.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/5865/front_es.19.200.jpg	1073	4489	2.3	0.4		48	5.2		9	1.1	0.44			
Descafeinado alumnio	Hacendado		España		en:e1103	4	https://images.openfoodfacts.org/images/products/848/000/012/4678/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/012/4678/front_es.23.200.jpg	451	1887	19	12		58	55		2.7	0	0			25
Capellanes.	hacendado		España				https://images.openfoodfacts.org/images/products/235/344/400/2931/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/344/400/2931/front_es.3.200.jpg	182	761	10	1.5		0.5	0.5		22	2.8	1.12			
Pimienta verde en vinagre	hacendado		España				https://images.openfoodfacts.org/images/products/235/096/600/3897/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/096/600/3897/front_es.3.200.jpg	431	1803	36	25		1.8	0.6		25	1.8	0.72			
Bifidus cremoso limon sin trozos	hacendado		España				https://images.openfoodfacts.org/images/products/235/061/300/2143/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/061/300/2143/front_es.3.200.jpg										0	0			
Mermelada de Ciruela	Hacendado		España		en:e330	3	https://images.openfoodfacts.org/images/products/848/000/016/5077/front_es.25.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/5077/front_es.25.200.jpg	15	63	0.1	0		1.6	1		1.3	1	0.4			-1
Sardinas en aceite de oliva	Hacendado		España			4	https://images.openfoodfacts.org/images/products/848/000/008/7218/front_es.33.400.jpg	https://images.openfoodfacts.org/images/products/848/000/008/7218/front_es.33.200.jpg	46	192	2	0.4		6.3	0.6	0.5	0.6	0.48	0.192			2
Napolitanas con crema	Hacendado	Mercadona	España	en:soybeans		1	https://images.openfoodfacts.org/images/products/848/000/020/1607/front_es.40.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/1607/front_es.40.200.jpg	43	181	2.7	0.4		0	0	0.3	4.6	0.08	0.032	0.12		-2
Espárragos delgados	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/051/2833/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/051/2833/front_es.3.200.jpg	192	803	14.3	9.9		3.9	3.9		11.8	1.78	0.712			
Pimientos rojos asados en tiras	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/024/0347/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/024/0347/front_es.3.200.jpg	128	536	5.8	1.23		2.42	0.1		16.47	0.79	0.316			
Costillas barbacoa cortadas	Hacendado		es				https://images.openfoodfacts.org/images/products/695156/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/695156/front_es.3.200.jpg	490	2050	22.1	9.1		64	31.6		6.3	0	0			
Gambón	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/070/7444/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/070/7444/front_es.3.200.jpg	170	711	2.6	0.3		7.8	0.2		28	1.8	0.72			
Jamón cocido finas lonchas bajo en sal	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/010/2324/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/2324/front_es.3.200.jpg	21	88	0	0		9	8		0.3	0	0			
Chickles	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/029/5484/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/029/5484/front_es.3.200.jpg														
Té con melocotón para diluir	Hacendado		es				https://images.openfoodfacts.org/images/products/748/006/431/6997/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/748/006/431/6997/front_es.3.200.jpg	266	1113	4.5	0.9		45	3.8		9.6	1	0.4			
Mermelada de fresa extra 12 unidades	Hacendado		es				https://images.openfoodfacts.org/images/products/03858264/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/03858264/front_es.3.200.jpg														
Crema Soja	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/013/4448/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/013/4448/front_es.3.200.jpg	225	941	0.1	0		55	49.4		0.4	0	0			
Cola De Caballo	Hacendado		es				https://images.openfoodfacts.org/images/products/04597342/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/04597342/front_es.3.200.jpg	232	971	0.9	0		4	4		0.6	6	2.4			
Zumos Caribe Hacendado	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/010/4809/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/4809/front_es.3.200.jpg	62	259	3.6	2.4		4.5	4.5		3	0.13	0.052			
Sopa De Pollo Con Fideos Finos Deshidratada	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/009/3813/front_es.5.400.jpg	https://images.openfoodfacts.org/images/products/848/000/009/3813/front_es.5.200.jpg	363	1519	9.5	4.2		51	17		8.1	0.34	0.136			12
Filetes de anchoa	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/010/3512/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/3512/front_es.3.200.jpg	0	0	0	0		0	0		0	0	0			
Fruta + leche melocoton albaricoque	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/064/4336/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/4336/front_es.4.200.jpg	257	1075	13	8.3		30	28		4.9	0.35	0.14			18
Croissant tiernos y deliciosos	Hacendado	Mercadona	España	en:fish,en:gluten	en:e160c,en:e170,en:e300,en:e472e	4	https://images.openfoodfacts.org/images/products/848/000/063/1404/front_es.41.400.jpg	https://images.openfoodfacts.org/images/products/848/000/063/1404/front_es.41.200.jpg	168	704	6.5	2.5		16.3	0.5		10.3	0.72	0.288			2
Croissant con crema de cacao	Hacendado	Mercadona	España	en:gluten		3	https://images.openfoodfacts.org/images/products/848/000/061/4247/front_es.29.400.jpg	https://images.openfoodfacts.org/images/products/848/000/061/4247/front_es.29.200.jpg	144	604	6	0.7		20.3	0.9	2.8	2.3	0.5	0.2			-5
Cabecero de lomo	Hacendado	Mercadona	España	en:fish,en:gluten,en:milk,es:Merluza	en:e101,en:e330,en:e417,en:e450,en:e450i,en:e500,en:e500ii,en:e621	4	https://images.openfoodfacts.org/images/products/848/000/063/1510/front_es.37.400.jpg	https://images.openfoodfacts.org/images/products/848/000/063/1510/front_es.37.200.jpg	193	807	4.4	0.5		31.5	1.5		6.8	1.91	0.764			6
Escalopes de salmón	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/843/700/462/1900/front_es.30.400.jpg	https://images.openfoodfacts.org/images/products/843/700/462/1900/front_es.30.200.jpg	46	195	0.4	0.04		6.6	1.7	2.6	2.8	0.08	0.032			-8
Mermelada de fresa a trozos	Hacendado	Mercadona	España		en:e330,en:e509	4	https://images.openfoodfacts.org/images/products/848/000/016/0188/front_es.24.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/0188/front_es.24.200.jpg	31	131	0.1	0		6	4.8		1.1	0.5	0.2			-2
Tomate Tamizado. Categoría Extra. Con Brix	Hacendado	Mercadona	España		en:e250,en:e301,en:e407,en:e451,en:e451i	4	https://images.openfoodfacts.org/images/products/848/000/059/2224/front_es.38.400.jpg	https://images.openfoodfacts.org/images/products/848/000/059/2224/front_es.38.200.jpg	76	321	0.5	0.3		1.3	1.3		16.5	1.6	0.64			2
Zumo tropical	Hacendado	Mercadona	España	en:gluten,en:milk,es:mantequilla		3	https://images.openfoodfacts.org/images/products/848/000/063/4740/front_es.30.400.jpg	https://images.openfoodfacts.org/images/products/848/000/063/4740/front_es.30.200.jpg	409	1710	23.6	17.2		42.2	1.4		7	1.2	0.48			20
Sardinas  en aceite de girasol	Hacendado	Mercadona	España			3	https://images.openfoodfacts.org/images/products/848/000/016/7125/front_es.43.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/7125/front_es.43.200.jpg	82	344	1.4	0.4		14	6.7		2.5	0.5	0.2			-2
Clásica café soluble	Hacendado	Mercadona	España		en:e300	3	https://images.openfoodfacts.org/images/products/848/000/016/7576/front_es.30.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/7576/front_es.30.200.jpg	33	138	0.5	0.3		4.8	3.6	3	1.1	1.1	0.44			-4
Filetes de merluza	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/034/1112/front_es.19.400.jpg	https://images.openfoodfacts.org/images/products/848/000/034/1112/front_es.19.200.jpg	0	0								0	0			
Rellenos chocolate y avellana	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/010/6889/front_es.13.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/6889/front_es.13.200.jpg	51	213	2.2	0.4		6.4	4.9		1.1	0.15	0.06			1
Galletas canela	Hacendado	Mercadona	España	en:eggs,en:milk		4	https://images.openfoodfacts.org/images/products/848/000/068/1492/front_es.38.400.jpg	https://images.openfoodfacts.org/images/products/848/000/068/1492/front_es.38.200.jpg	143	604	3.9	2		22.3	22.2		4.6	0.09	0.036			4
Yogur sabor coco	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/064/3131/front_es.20.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/3131/front_es.20.200.jpg	254	1063	15	11.8		26.2	25.1		3.1	0.1	0.04			18
Patatas fritas sabor ketchup	Hacendado	Mercadona	Germany,España			1	https://images.openfoodfacts.org/images/products/848/000/061/0065/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/061/0065/front_es.23.200.jpg	32	134	0.3	0		3.8	3.4	2.6	2.1	0.05	0.02			-8
